language,domain,nlp_tasks,value
Catalan,Mathematics,distributional semantics,0
Catalan,Mathematics,named entity recognition,0
Catalan,Mathematics,sentiment analysis,0
Catalan,Mathematics,terminology extraction,0
Catalan,Mathematics,word-sense disambiguation,0
Catalan,Mathematics,entity linking,0
Catalan,Mathematics,multiword expressions,1
Catalan,Mathematics,relationship extraction,0
Catalan,Mathematics,semantic parsing,0
Catalan,Mathematics,semantic role labelling,0
Catalan,Mathematics,coreference resolution,0
Catalan,Mathematics,discourse analysis,0
Catalan,Mathematics,implicit semantic role labelling,0
Catalan,Mathematics,recognizing textual entailment,0
Catalan,Mathematics,topic segmentation,0
Catalan,Mathematics,argument mining,0
Catalan,Mathematics,anaphora resolution,0
Catalan,Computer science,optical character recognition,0
Catalan,Computer science,speech recognition,0
Catalan,Computer science,speech segmentation,0
Catalan,Computer science,text-to-speech,0
Catalan,Computer science,word segmentation,0
Catalan,Computer science,lemmatization,0
Catalan,Computer science,morphological segmentation,0
Catalan,Computer science,part-of-speech tagging,0
Catalan,Computer science,stemming,0
Catalan,Computer science,grammar induction,0
Catalan,Computer science,sentence breaking ,0
Catalan,Computer science,parsing,0
Catalan,Computer science,lexical semantics,0
Catalan,Computer science,distributional semantics,0
Catalan,Computer science,named entity recognition,0
Catalan,Computer science,sentiment analysis,0
Catalan,Computer science,terminology extraction,0
Catalan,Computer science,word-sense disambiguation,0
Catalan,Computer science,entity linking,0
Catalan,Computer science,multiword expressions,0
Catalan,Computer science,relationship extraction,0
Catalan,Computer science,semantic parsing,0
Catalan,Computer science,semantic role labelling,0
Catalan,Computer science,coreference resolution,0
Catalan,Computer science,discourse analysis,0
Catalan,Computer science,implicit semantic role labelling,0
Catalan,Computer science,recognizing textual entailment,0
Catalan,Computer science,topic segmentation,0
Catalan,Computer science,argument mining,0
Catalan,Computer science,anaphora resolution,0
Catalan,Physics,optical character recognition,0
Catalan,Physics,speech recognition,0
Catalan,Physics,speech segmentation,0
Catalan,Physics,text-to-speech,0
Catalan,Physics,word segmentation,0
Catalan,Physics,lemmatization,0
Catalan,Physics,morphological segmentation,0
Catalan,Physics,part-of-speech tagging,0
Catalan,Physics,stemming,0
Catalan,Physics,grammar induction,0
Catalan,Physics,sentence breaking ,0
Catalan,Physics,parsing,0
Catalan,Physics,lexical semantics,0
Catalan,Physics,distributional semantics,0
Catalan,Physics,named entity recognition,0
Catalan,Physics,sentiment analysis,0
Catalan,Physics,terminology extraction,0
Catalan,Physics,word-sense disambiguation,0
Catalan,Physics,entity linking,0
Catalan,Physics,multiword expressions,0
Catalan,Physics,relationship extraction,0
Catalan,Physics,semantic parsing,0
Catalan,Physics,semantic role labelling,0
Catalan,Physics,coreference resolution,0
Catalan,Physics,discourse analysis,0
Catalan,Physics,implicit semantic role labelling,0
Catalan,Physics,recognizing textual entailment,0
Catalan,Physics,topic segmentation,0
Catalan,Physics,argument mining,0
Catalan,Physics,anaphora resolution,0
Catalan,Chemistry,optical character recognition,0
Catalan,Chemistry,speech recognition,0
Catalan,Chemistry,speech segmentation,0
Catalan,Chemistry,text-to-speech,0
Catalan,Chemistry,word segmentation,0
Catalan,Chemistry,lemmatization,0
Catalan,Chemistry,morphological segmentation,0
Catalan,Chemistry,part-of-speech tagging,0
Catalan,Chemistry,stemming,0
Catalan,Chemistry,grammar induction,0
Catalan,Chemistry,sentence breaking ,0
Catalan,Chemistry,parsing,0
Catalan,Chemistry,lexical semantics,0
Catalan,Chemistry,distributional semantics,0
Catalan,Chemistry,named entity recognition,0
Catalan,Chemistry,sentiment analysis,0
Catalan,Chemistry,terminology extraction,0
Catalan,Chemistry,word-sense disambiguation,0
Catalan,Chemistry,entity linking,0
Catalan,Chemistry,multiword expressions,0
Catalan,Chemistry,relationship extraction,0
Catalan,Chemistry,semantic parsing,0
Catalan,Chemistry,semantic role labelling,0
Catalan,Chemistry,coreference resolution,0
Catalan,Chemistry,discourse analysis,0
Catalan,Chemistry,implicit semantic role labelling,0
Catalan,Chemistry,recognizing textual entailment,0
Catalan,Chemistry,topic segmentation,0
Catalan,Chemistry,argument mining,0
Catalan,Chemistry,anaphora resolution,0
Catalan,Environmental sciences,optical character recognition,0
Catalan,Environmental sciences,speech recognition,0
Catalan,Environmental sciences,speech segmentation,0
Catalan,Environmental sciences,text-to-speech,0
Catalan,Environmental sciences,word segmentation,0
Catalan,Environmental sciences,lemmatization,0
Catalan,Environmental sciences,morphological segmentation,0
Catalan,Environmental sciences,part-of-speech tagging,0
Catalan,Environmental sciences,stemming,0
Catalan,Environmental sciences,grammar induction,0
Catalan,Environmental sciences,sentence breaking ,0
Catalan,Environmental sciences,parsing,0
Catalan,Environmental sciences,lexical semantics,0
Catalan,Environmental sciences,distributional semantics,0
Catalan,Environmental sciences,named entity recognition,0
Catalan,Environmental sciences,sentiment analysis,0
Catalan,Environmental sciences,terminology extraction,0
Catalan,Environmental sciences,word-sense disambiguation,0
Catalan,Environmental sciences,entity linking,0
Catalan,Environmental sciences,multiword expressions,0
Catalan,Environmental sciences,relationship extraction,0
Catalan,Environmental sciences,semantic parsing,0
Catalan,Environmental sciences,semantic role labelling,0
Catalan,Environmental sciences,coreference resolution,0
Catalan,Environmental sciences,discourse analysis,0
Catalan,Environmental sciences,implicit semantic role labelling,0
Catalan,Environmental sciences,recognizing textual entailment,0
Catalan,Environmental sciences,topic segmentation,0
Catalan,Environmental sciences,argument mining,0
Catalan,Environmental sciences,anaphora resolution,0
Catalan,Biological sciences,optical character recognition,0
Catalan,Biological sciences,speech recognition,0
Catalan,Biological sciences,speech segmentation,0
Catalan,Biological sciences,text-to-speech,0
Catalan,Biological sciences,word segmentation,0
Catalan,Biological sciences,lemmatization,0
Catalan,Biological sciences,morphological segmentation,0
Catalan,Biological sciences,part-of-speech tagging,0
Catalan,Biological sciences,stemming,0
Catalan,Biological sciences,grammar induction,0
Catalan,Biological sciences,sentence breaking ,0
Catalan,Biological sciences,parsing,1
Catalan,Biological sciences,lexical semantics,0
Catalan,Biological sciences,distributional semantics,0
Catalan,Biological sciences,named entity recognition,0
Catalan,Biological sciences,sentiment analysis,0
Catalan,Biological sciences,terminology extraction,0
Catalan,Biological sciences,word-sense disambiguation,0
Catalan,Biological sciences,entity linking,0
Catalan,Biological sciences,multiword expressions,1
Catalan,Biological sciences,relationship extraction,0
Catalan,Biological sciences,semantic parsing,0
Catalan,Biological sciences,semantic role labelling,0
Catalan,Biological sciences,coreference resolution,0
Catalan,Biological sciences,discourse analysis,0
Catalan,Biological sciences,implicit semantic role labelling,0
Catalan,Biological sciences,recognizing textual entailment,0
Catalan,Biological sciences,topic segmentation,0
Catalan,Biological sciences,argument mining,0
Catalan,Biological sciences,anaphora resolution,0
Catalan,Civil engineering,optical character recognition,0
Catalan,Civil engineering,speech recognition,0
Catalan,Civil engineering,speech segmentation,0
Catalan,Civil engineering,text-to-speech,0
Catalan,Civil engineering,word segmentation,0
Catalan,Civil engineering,lemmatization,0
Catalan,Civil engineering,morphological segmentation,0
Catalan,Civil engineering,part-of-speech tagging,0
Catalan,Civil engineering,stemming,0
Catalan,Civil engineering,grammar induction,0
Catalan,Civil engineering,sentence breaking ,0
Catalan,Civil engineering,parsing,0
Catalan,Civil engineering,lexical semantics,0
Catalan,Civil engineering,distributional semantics,0
Catalan,Civil engineering,named entity recognition,0
Catalan,Civil engineering,sentiment analysis,0
Catalan,Civil engineering,terminology extraction,0
Catalan,Civil engineering,word-sense disambiguation,0
Catalan,Civil engineering,entity linking,0
Catalan,Civil engineering,multiword expressions,0
Catalan,Civil engineering,relationship extraction,0
Catalan,Civil engineering,semantic parsing,0
Catalan,Civil engineering,semantic role labelling,0
Catalan,Civil engineering,coreference resolution,0
Catalan,Civil engineering,discourse analysis,0
Catalan,Civil engineering,implicit semantic role labelling,0
Catalan,Civil engineering,recognizing textual entailment,0
Catalan,Civil engineering,topic segmentation,0
Catalan,Civil engineering,argument mining,0
Catalan,Civil engineering,anaphora resolution,0
Catalan,Electrical engineering,optical character recognition,0
Catalan,Electrical engineering,speech recognition,0
Catalan,Electrical engineering,speech segmentation,0
Catalan,Electrical engineering,text-to-speech,0
Catalan,Electrical engineering,word segmentation,0
Catalan,Electrical engineering,lemmatization,0
Catalan,Electrical engineering,morphological segmentation,0
Catalan,Electrical engineering,part-of-speech tagging,0
Catalan,Electrical engineering,stemming,0
Catalan,Electrical engineering,grammar induction,0
Catalan,Electrical engineering,sentence breaking ,0
Catalan,Electrical engineering,parsing,0
Catalan,Electrical engineering,lexical semantics,0
Catalan,Electrical engineering,distributional semantics,0
Catalan,Electrical engineering,named entity recognition,0
Catalan,Electrical engineering,sentiment analysis,0
Catalan,Electrical engineering,terminology extraction,0
Catalan,Electrical engineering,word-sense disambiguation,0
Catalan,Electrical engineering,entity linking,0
Catalan,Electrical engineering,multiword expressions,0
Catalan,Electrical engineering,relationship extraction,0
Catalan,Electrical engineering,semantic parsing,0
Catalan,Electrical engineering,semantic role labelling,0
Catalan,Electrical engineering,coreference resolution,0
Catalan,Electrical engineering,discourse analysis,0
Catalan,Electrical engineering,implicit semantic role labelling,0
Catalan,Electrical engineering,recognizing textual entailment,0
Catalan,Electrical engineering,topic segmentation,0
Catalan,Electrical engineering,argument mining,0
Catalan,Electrical engineering,anaphora resolution,0
Catalan,Electronic engineering,optical character recognition,0
Catalan,Electronic engineering,speech recognition,0
Catalan,Electronic engineering,speech segmentation,0
Catalan,Electronic engineering,text-to-speech,0
Catalan,Electronic engineering,word segmentation,0
Catalan,Electronic engineering,lemmatization,0
Catalan,Electronic engineering,morphological segmentation,0
Catalan,Electronic engineering,part-of-speech tagging,0
Catalan,Electronic engineering,stemming,0
Catalan,Electronic engineering,grammar induction,0
Catalan,Electronic engineering,sentence breaking ,0
Catalan,Electronic engineering,parsing,0
Catalan,Electronic engineering,lexical semantics,0
Catalan,Electronic engineering,distributional semantics,0
Catalan,Electronic engineering,named entity recognition,0
Catalan,Electronic engineering,sentiment analysis,0
Catalan,Electronic engineering,terminology extraction,0
Catalan,Electronic engineering,word-sense disambiguation,0
Catalan,Electronic engineering,entity linking,0
Catalan,Electronic engineering,multiword expressions,0
Catalan,Electronic engineering,relationship extraction,0
Catalan,Electronic engineering,semantic parsing,0
Catalan,Electronic engineering,semantic role labelling,0
Catalan,Electronic engineering,coreference resolution,0
Catalan,Electronic engineering,discourse analysis,0
Catalan,Electronic engineering,implicit semantic role labelling,0
Catalan,Electronic engineering,recognizing textual entailment,0
Catalan,Electronic engineering,topic segmentation,0
Catalan,Electronic engineering,argument mining,0
Catalan,Electronic engineering,anaphora resolution,0
Catalan,Information engineering,optical character recognition,0
Catalan,Information engineering,speech recognition,0
Catalan,Information engineering,speech segmentation,0
Catalan,Information engineering,text-to-speech,0
Catalan,Information engineering,word segmentation,0
Catalan,Information engineering,lemmatization,0
Catalan,Information engineering,morphological segmentation,0
Catalan,Information engineering,part-of-speech tagging,0
Catalan,Information engineering,stemming,0
Catalan,Information engineering,grammar induction,0
Catalan,Information engineering,sentence breaking ,0
Catalan,Information engineering,parsing,0
Catalan,Information engineering,lexical semantics,0
